10:52:23.733 | HTTP  | Org: 10.129.176.13   | Dst: 10.129.176.217  | Org: 60279 | Dst: 5000  | Bytes: 262   | MAX: 262   | Pld: POST /motion HTTP/1.1 Host: 10.129.176.217:5000 User-Agent: ESP32HTTPClient Connection: keep-alive A
11:16:52.319 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64144 | Bytes: 58    | MAX: 345   | Pld: ACK
11:16:52.319 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64144 | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:16:52.539 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64144 | Dst: 8080  | Bytes: 56    | MAX: 345   | Pld: 
11:16:52.539 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64144 | Dst: 8080  | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:16:52.539 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64144 | Dst: 8080  | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:16:52.539 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64144 | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:16:55.097 | HTTP  | Org: 10.129.176.13   | Dst: 10.129.176.217  | Org: 59849 | Dst: 5000  | Bytes: 262   | MAX: 345   | Pld: POST /motion HTTP/1.1 Host: 10.129.176.217:5000 User-Agent: ESP32HTTPClient Connection: keep-alive A
11:16:57.550 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64145 | Dst: 8080  | Bytes: 62    | MAX: 345   | Pld: Sin payload
11:16:57.550 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64145 | Bytes: 62    | MAX: 345   | Pld: Sin payload
11:16:57.846 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64145 | Dst: 8080  | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:16:57.846 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64145 | Dst: 8080  | Bytes: 115   | MAX: 345   | Pld: {"device":"TEMP_SENSOR","ip":"192.168.1.11","temperature":22}
11:16:57.847 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64145 | Bytes: 58    | MAX: 345   | Pld: ACK
11:16:57.847 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64145 | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:16:58.060 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64145 | Dst: 8080  | Bytes: 56    | MAX: 345   | Pld: 
11:16:58.060 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64145 | Dst: 8080  | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:16:58.060 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64145 | Dst: 8080  | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:16:58.061 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64145 | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:17:00.751 | HTTP  | Org: 10.129.176.13   | Dst: 10.129.176.217  | Org: 59850 | Dst: 5000  | Bytes: 262   | MAX: 345   | Pld: POST /motion HTTP/1.1 Host: 10.129.176.217:5000 User-Agent: ESP32HTTPClient Connection: keep-alive A
11:17:03.069 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64146 | Dst: 8080  | Bytes: 62    | MAX: 345   | Pld: Sin payload
11:17:03.069 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64146 | Bytes: 62    | MAX: 345   | Pld: Sin payload
11:17:03.389 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64146 | Dst: 8080  | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:17:03.389 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64146 | Dst: 8080  | Bytes: 115   | MAX: 345   | Pld: {"device":"TEMP_SENSOR","ip":"192.168.1.11","temperature":26}
11:17:03.389 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64146 | Bytes: 58    | MAX: 345   | Pld: ACK
11:17:03.390 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64146 | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:17:03.491 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64146 | Dst: 8080  | Bytes: 56    | MAX: 345   | Pld: 
11:17:03.491 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64146 | Dst: 8080  | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:17:03.491 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64146 | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:17:03.501 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64146 | Dst: 8080  | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:17:05.962 | HTTP  | Org: 10.129.176.13   | Dst: 10.129.176.217  | Org: 59851 | Dst: 5000  | Bytes: 262   | MAX: 345   | Pld: POST /motion HTTP/1.1 Host: 10.129.176.217:5000 User-Agent: ESP32HTTPClient Connection: keep-alive A
11:17:08.619 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64147 | Dst: 8080  | Bytes: 62    | MAX: 345   | Pld: Sin payload
11:17:08.620 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64147 | Bytes: 62    | MAX: 345   | Pld: Sin payload
11:17:08.912 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64147 | Dst: 8080  | Bytes: 54    | MAX: 345   | Pld: Sin payload
11:17:08.912 | TCP   | Org: 10.129.176.11   | Dst: 10.129.176.217  | Org: 64147 | Dst: 8080  | Bytes: 115   | MAX: 345   | Pld: {"device":"TEMP_SENSOR","ip":"192.168.1.11","temperature":32}
11:17:08.913 | TCP   | Org: 10.129.176.217  | Dst: 10.129.176.11   | Org: 8080  | Dst: 64147 | Bytes: 58    | MAX: 345   | Pld: ACK
